Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
James Harden,0,1,47.0,17.0,32.0,13.0,15.0,1.0,7.0,13.0,3.0,0.0,11.0,54.0,81.1
Kevin Durant,1,2,39.0,16.0,33.0,13.0,13.0,0.0,6.0,9.0,2.0,2.0,4.0,49.0,77.7
Nikola Vucevic,2,3,32.0,12.0,21.0,5.0,6.0,4.0,8.0,6.0,1.0,0.0,1.0,30.0,55.4
John Wall,3,4,40.0,13.0,24.0,8.0,11.0,0.0,3.0,11.0,0.0,2.0,5.0,36.0,57.1
Anthony Davis,4,5,37.0,8.0,19.0,11.0,12.0,4.0,12.0,5.0,3.0,3.0,5.0,27.0,66.7
Bradley Beal,5,6,49.0,12.0,18.0,4.0,5.0,1.0,0.0,4.0,0.0,2.0,2.0,32.0,43.2
Eric Gordon,6,7,43.0,12.0,23.0,4.0,7.0,0.0,2.0,2.0,0.0,0.0,1.0,36.0,40.4
Giannis Antetokounmpo,7,8,39.0,7.0,15.0,5.0,7.0,2.0,11.0,9.0,1.0,3.0,1.0,20.0,60.1
Robert Covington,8,9,38.0,8.0,12.0,4.0,5.0,0.0,7.0,1.0,2.0,2.0,0.0,24.0,45.9
Terrence Ross,9,10,27.0,9.0,15.0,6.0,7.0,0.0,1.0,2.0,2.0,0.0,1.0,28.0,37.2
Kyrie Irving,10,11,31.0,10.0,22.0,1.0,1.0,2.0,3.0,10.0,5.0,0.0,6.0,26.0,56.0
Markieff Morris,11,12,40.0,8.0,12.0,3.0,4.0,4.0,7.0,1.0,2.0,0.0,1.0,22.0,41.7
LaMarcus Aldridge,12,13,30.0,8.0,12.0,4.0,5.0,3.0,5.0,3.0,1.0,2.0,2.0,20.0,41.1
Ryan Arcidiacono,13,14,36.0,8.0,12.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,1.0,22.0,34.8
Klay Thompson,14,15,40.0,11.0,23.0,1.0,2.0,0.0,5.0,1.0,0.0,2.0,1.0,29.0,41.5
Clint Capela,15,16,37.0,8.0,14.0,1.0,2.0,8.0,6.0,2.0,0.0,4.0,1.0,17.0,47.8
Darren Collison,16,17,26.0,4.0,6.0,0.0,0.0,1.0,2.0,11.0,4.0,0.0,0.0,8.0,40.1
Jayson Tatum,17,18,34.0,7.0,14.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,20.0,40.9
Nikola Mirotic,18,19,36.0,8.0,15.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,31.0
Al Horford,19,20,32.0,8.0,15.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,20.0,40.3
Jeremy Lamb,21,22,36.0,8.0,15.0,3.0,4.0,0.0,8.0,4.0,2.0,0.0,1.0,21.0,41.6
Doug McDermott,22,23,22.0,8.0,13.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,21.0,31.2
Justin Holiday,23,24,37.0,6.0,10.0,0.0,0.0,1.0,5.0,4.0,0.0,2.0,1.0,17.0,35.2
Kyle Korver,24,25,21.0,7.0,12.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,22.0,27.4
Kemba Walker,25,26,37.0,3.0,12.0,13.0,16.0,0.0,6.0,5.0,2.0,0.0,2.0,21.0,39.7
Marcus Morris,26,27,30.0,8.0,14.0,0.0,0.0,4.0,7.0,3.0,0.0,0.0,1.0,19.0,35.7
Myles Turner,27,28,25.0,7.0,8.0,2.0,3.0,0.0,4.0,4.0,2.0,2.0,3.0,16.0,35.8
Jabari Parker,28,29,35.0,7.0,15.0,2.0,3.0,2.0,8.0,2.0,2.0,0.0,1.0,18.0,38.0
Tristan Thompson,29,30,39.0,7.0,10.0,2.0,2.0,4.0,7.0,3.0,1.0,1.0,4.0,16.0,35.7
Patty Mills,30,31,23.0,7.0,10.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,17.0,24.2
DeMar DeRozan,31,32,34.0,9.0,18.0,3.0,3.0,2.0,6.0,5.0,0.0,0.0,3.0,21.0,35.1
Zach LaVine,32,33,35.0,10.0,26.0,5.0,6.0,1.0,6.0,7.0,0.0,0.0,6.0,28.0,40.9
Karl-Anthony Towns,33,34,38.0,9.0,19.0,1.0,2.0,2.0,8.0,1.0,1.0,0.0,2.0,21.0,35.5
Larry Jr.,34,35,38.0,5.0,10.0,2.0,2.0,2.0,6.0,7.0,1.0,2.0,2.0,12.0,39.1
Otto Jr.,35,36,37.0,5.0,11.0,3.0,4.0,1.0,5.0,2.0,3.0,0.0,0.0,14.0,33.2
Bojan Bogdanovic,36,37,32.0,5.0,9.0,3.0,3.0,0.0,5.0,4.0,1.0,0.0,2.0,15.0,28.0
Brook Lopez,37,38,26.0,6.0,10.0,2.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,15.0,27.6
Jakob P̦ltl,38,39,17.0,5.0,5.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,10.0,20.8
Rudy Gobert,39,40,25.0,6.0,7.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,12.0,25.7
Domantas Sabonis,40,41,23.0,5.0,10.0,3.0,3.0,2.0,8.0,6.0,1.0,1.0,4.0,13.0,36.0
