Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Trae Young,0,1,32.0,12.0,18.0,7.0,7.0,2.0,5.0,12.0,1.0,0.0,2.0,33.0,60.4
Karl-Anthony Towns,1,2,36.0,12.0,15.0,4.0,6.0,3.0,10.0,3.0,0.0,3.0,1.0,28.0,56.1
Andre Drummond,2,3,43.0,11.0,16.0,6.0,11.0,6.0,13.0,3.0,3.0,3.0,4.0,28.0,69.3
Dwight Powell,3,4,30.0,8.0,9.0,9.0,10.0,4.0,4.0,2.0,2.0,1.0,0.0,25.0,46.6
Julius Randle,4,5,34.0,12.0,19.0,7.0,8.0,1.0,10.0,3.0,2.0,1.0,4.0,34.0,56.7
Kemba Walker,5,6,35.0,9.0,17.0,12.0,13.0,0.0,3.0,7.0,2.0,0.0,4.0,32.0,48.1
Gordon Hayward,6,7,32.0,5.0,10.0,12.0,13.0,0.0,8.0,5.0,0.0,1.0,0.0,25.0,45.1
Chris Paul,7,8,26.0,10.0,19.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,3.0,29.0,50.3
Pascal Siakam,8,9,35.0,11.0,21.0,3.0,4.0,5.0,5.0,5.0,0.0,0.0,1.0,28.0,46.5
Donovan Mitchell,9,10,35.0,9.0,19.0,7.0,7.0,1.0,4.0,6.0,0.0,0.0,1.0,29.0,43.0
James Harden,10,11,30.0,9.0,15.0,10.0,12.0,1.0,6.0,7.0,0.0,0.0,6.0,31.0,43.9
Joe Ingles,11,12,34.0,10.0,13.0,1.0,2.0,0.0,5.0,8.0,0.0,0.0,5.0,27.0,40.0
Clint Capela,12,13,29.0,11.0,17.0,2.0,4.0,7.0,8.0,1.0,0.0,2.0,2.0,24.0,47.5
Luka Doncic,13,14,31.0,11.0,21.0,3.0,3.0,4.0,8.0,6.0,0.0,1.0,4.0,27.0,49.4
Nikola Vucevic,14,15,32.0,11.0,21.0,6.0,8.0,5.0,8.0,3.0,0.0,1.0,3.0,29.0,49.1
Thomas Bryant,15,16,38.0,8.0,11.0,4.0,6.0,2.0,10.0,5.0,0.0,2.0,1.0,20.0,46.9
Terrence Ross,16,17,23.0,9.0,14.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,23.0,37.3
Thaddeus Young,17,18,34.0,9.0,15.0,1.0,1.0,2.0,6.0,4.0,2.0,0.0,0.0,21.0,42.6
Enes Kanter,18,19,25.0,10.0,15.0,1.0,4.0,7.0,8.0,0.0,3.0,0.0,2.0,21.0,46.0
Al Horford,20,21,35.0,10.0,16.0,0.0,0.0,2.0,6.0,4.0,1.0,1.0,1.0,21.0,41.6
J.J. Redick,21,22,35.0,10.0,22.0,4.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,30.0,36.9
Mario Hezonja,22,23,33.0,11.0,22.0,6.0,6.0,0.0,9.0,5.0,2.0,0.0,4.0,29.0,49.3
Serge Ibaka,23,24,23.0,8.0,15.0,2.0,2.0,4.0,8.0,2.0,1.0,0.0,2.0,23.0,41.4
Nikola Jokic,24,25,28.0,9.0,10.0,2.0,3.0,0.0,11.0,9.0,0.0,0.0,5.0,20.0,41.7
Evan Turner,25,26,28.0,6.0,7.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,2.0,13.0,41.9
John Collins,26,27,34.0,10.0,18.0,4.0,5.0,2.0,6.0,1.0,1.0,2.0,2.0,25.0,43.1
Rudy Gobert,27,28,36.0,7.0,9.0,3.0,5.0,4.0,9.0,3.0,0.0,5.0,4.0,17.0,48.1
Wayne Ellington,28,29,35.0,9.0,16.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,24.0,33.8
Bobby Portis,29,30,24.0,9.0,18.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,20.0,44.5
