Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
James Harden,0,1,36.0,19.0,34.0,14.0,17.0,2.0,5.0,1.0,3.0,0.0,3.0,61.0,76.9
JaVale McGee,1,2,34.0,15.0,20.0,3.0,7.0,12.0,8.0,0.0,1.0,6.0,3.0,33.0,75.0
Paul George,2,3,40.0,9.0,17.0,5.0,5.0,2.0,4.0,5.0,2.0,1.0,2.0,28.0,49.7
Terrence Ross,3,4,35.0,10.0,15.0,3.0,3.0,0.0,7.0,0.0,1.0,0.0,2.0,31.0,40.4
Giannis Antetokounmpo,4,5,28.0,12.0,19.0,2.0,4.0,2.0,6.0,7.0,1.0,2.0,3.0,27.0,53.1
Dennis Schr̦der,5,6,31.0,10.0,16.0,2.0,2.0,1.0,5.0,7.0,0.0,1.0,2.0,26.0,44.7
Danilo Gallinari,6,7,32.0,11.0,15.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,27.0,37.1
Tyler Dorsey,7,8,42.0,11.0,19.0,2.0,7.0,0.0,3.0,9.0,1.0,0.0,2.0,29.0,47.1
Kawhi Leonard,8,9,35.0,12.0,23.0,9.0,10.0,2.0,4.0,4.0,2.0,0.0,8.0,37.0,48.2
Evan Fournier,9,10,39.0,9.0,17.0,6.0,7.0,0.0,8.0,6.0,0.0,1.0,1.0,27.0,47.6
Khris Middleton,10,11,28.0,8.0,13.0,0.0,0.0,2.0,6.0,10.0,1.0,0.0,1.0,18.0,44.6
Russell Westbrook,11,12,36.0,6.0,20.0,4.0,5.0,4.0,8.0,13.0,4.0,1.0,3.0,18.0,63.9
Joe Harris,12,13,31.0,8.0,15.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,26.0,32.6
Nikola Vucevic,13,14,41.0,12.0,23.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,25.0,46.3
Jonas Valanciunas,14,15,40.0,10.0,19.0,2.0,4.0,1.0,23.0,3.0,0.0,4.0,4.0,23.0,64.3
D.J. Augustin,15,16,42.0,7.0,16.0,5.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,20.0,39.2
Jamal Murray,16,17,33.0,7.0,16.0,3.0,3.0,1.0,4.0,5.0,2.0,2.0,0.0,18.0,43.5
Derrick White,17,18,32.0,5.0,12.0,7.0,7.0,2.0,6.0,3.0,2.0,0.0,1.0,18.0,37.1
Nikola Jokic,18,19,28.0,8.0,20.0,4.0,6.0,4.0,13.0,5.0,0.0,0.0,1.0,21.0,47.9
Larry Jr.,19,20,24.0,6.0,9.0,1.0,2.0,5.0,4.0,1.0,3.0,0.0,0.0,14.0,35.3
Mitchell Robinson,21,22,22.0,7.0,10.0,2.0,2.0,4.0,6.0,0.0,0.0,3.0,0.0,16.0,37.0
Bryn Forbes,22,23,36.0,8.0,10.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,20.0,27.0
D'Angelo Russell,23,24,33.0,8.0,20.0,1.0,2.0,1.0,1.0,13.0,4.0,0.0,6.0,21.0,48.9
Pascal Siakam,24,25,36.0,9.0,14.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,7.0,25.0,36.0
Mason Plumlee,25,26,23.0,4.0,6.0,3.0,4.0,3.0,6.0,4.0,0.0,1.0,0.0,11.0,30.8
LeBron James,26,27,36.0,8.0,25.0,8.0,12.0,3.0,6.0,14.0,1.0,1.0,8.0,25.0,54.8
Ed Davis,27,28,20.0,7.0,11.0,0.0,0.0,7.0,8.0,0.0,1.0,1.0,1.0,14.0,37.0
Shai Gilgeous-Alexander,28,29,34.0,5.0,11.0,5.0,5.0,1.0,1.0,5.0,2.0,0.0,1.0,16.0,30.9
Kevin Love,29,30,32.0,8.0,14.0,2.0,3.0,0.0,8.0,1.0,0.0,0.0,2.0,22.0,31.1
Danny Green,30,31,35.0,6.0,11.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,19.0,28.9
Justin Holiday,31,32,42.0,8.0,13.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,22.0,24.8
Chris Paul,32,33,34.0,7.0,15.0,4.0,4.0,0.0,3.0,5.0,1.0,1.0,2.0,18.0,33.1
Montrezl Harrell,33,34,28.0,5.0,8.0,4.0,5.0,1.0,4.0,1.0,2.0,3.0,2.0,14.0,34.5
Hassan Whiteside,34,35,23.0,6.0,8.0,2.0,6.0,4.0,5.0,0.0,0.0,3.0,1.0,14.0,32.8
Ersan Ilyasova,35,36,26.0,4.0,6.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,13.0,23.5
Delon Wright,36,37,38.0,6.0,12.0,0.0,2.0,3.0,4.0,8.0,1.0,1.0,2.0,12.0,36.4
Gary Harris,37,38,25.0,5.0,8.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,14.0,24.0
Emmanuel Mudiay,38,39,33.0,9.0,21.0,1.0,1.0,0.0,7.0,4.0,0.0,1.0,3.0,21.0,35.4
Jordan Clarkson,39,40,33.0,9.0,19.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,3.0,20.0,29.0
Derrick Jr.,40,41,25.0,4.0,8.0,1.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,11.0,26.9
Chandler Parsons,42,43,31.0,6.0,15.0,3.0,3.0,0.0,5.0,3.0,0.0,1.0,1.0,17.0,29.5
Landry Shamet,43,44,24.0,4.0,7.0,3.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,13.0,22.9
Ivica Zubac,44,45,17.0,2.0,2.0,2.0,2.0,1.0,7.0,2.0,0.0,3.0,0.0,6.0,27.6
Spencer Dinwiddie,45,46,31.0,4.0,14.0,9.0,12.0,0.0,3.0,0.0,2.0,1.0,1.0,19.0,30.6
Bam Adebayo,46,47,18.0,5.0,10.0,2.0,4.0,2.0,5.0,2.0,1.0,0.0,0.0,12.0,26.4
Collin Sexton,47,48,30.0,9.0,15.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,20.0,24.3
Jarrett Allen,48,49,27.0,4.0,7.0,5.0,8.0,3.0,8.0,0.0,0.0,1.0,2.0,13.0,27.2
DeMar DeRozan,49,50,32.0,7.0,19.0,2.0,2.0,1.0,7.0,8.0,1.0,0.0,2.0,16.0,38.6
Jonathan Isaac,50,51,27.0,4.0,9.0,1.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,11.0,29.2
Kevin Knox,51,52,33.0,6.0,16.0,4.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,19.0,26.1
Monte Morris,52,53,19.0,5.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,13.0,15.9
Jerami Grant,53,54,36.0,7.0,14.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,19.0,23.6
Steven Adams,54,55,33.0,4.0,9.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,9.0,30.5
Clint Capela,55,56,32.0,3.0,8.0,1.0,1.0,2.0,14.0,4.0,0.0,1.0,1.0,7.0,34.2
