Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Kawhi Leonard,0,1,33.0,15.0,22.0,3.0,3.0,0.0,4.0,4.0,2.0,0.0,1.0,37.0,52.8
CJ McCollum,1,2,36.0,12.0,22.0,6.0,6.0,1.0,7.0,5.0,1.0,0.0,3.0,33.0,50.1
DeMar DeRozan,2,3,32.0,11.0,19.0,9.0,9.0,1.0,6.0,2.0,2.0,0.0,1.0,31.0,47.4
Damian Lillard,3,4,36.0,10.0,21.0,5.0,7.0,0.0,4.0,6.0,3.0,2.0,2.0,29.0,55.8
Nikola Jokic,4,5,39.0,7.0,15.0,5.0,6.0,3.0,10.0,8.0,2.0,0.0,3.0,21.0,51.6
Jamal Murray,5,6,36.0,8.0,17.0,6.0,7.0,0.0,2.0,4.0,1.0,0.0,0.0,24.0,35.4
Paul Millsap,6,7,29.0,7.0,10.0,5.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,20.0,34.9
Paul George,7,8,40.0,11.0,20.0,3.0,4.0,1.0,7.0,3.0,1.0,0.0,5.0,27.0,39.1
Gary Harris,8,9,35.0,10.0,16.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,23.0,30.5
Aaron Gordon,9,10,32.0,8.0,12.0,1.0,5.0,2.0,3.0,2.0,0.0,1.0,2.0,20.0,30.0
LaMarcus Aldridge,10,11,36.0,8.0,20.0,8.0,10.0,1.0,7.0,3.0,0.0,0.0,1.0,24.0,37.1
Pascal Siakam,11,12,36.0,8.0,16.0,3.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,19.0,32.5
Steven Adams,12,13,30.0,7.0,8.0,2.0,5.0,3.0,6.0,1.0,1.0,0.0,2.0,16.0,29.3
Marc Gasol,13,14,21.0,3.0,5.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,9.0,32.1
Maurice Harkless,14,15,28.0,6.0,9.0,1.0,2.0,3.0,6.0,0.0,1.0,1.0,0.0,14.0,30.8
Monte Morris,15,16,23.0,5.0,10.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,11.0,24.2
Derrick White,16,17,31.0,7.0,11.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,17.0,21.8
Serge Ibaka,17,18,23.0,4.0,8.0,4.0,4.0,1.0,7.0,0.0,0.0,2.0,2.0,13.0,26.6
Markieff Morris,18,19,13.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,7.0,20.8
Terrence Ross,20,21,27.0,5.0,10.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,15.0,20.6
Nerlens Noel,21,22,15.0,4.0,6.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,8.0,22.4
D.J. Augustin,22,23,23.0,1.0,6.0,7.0,7.0,1.0,0.0,4.0,1.0,1.0,1.0,9.0,21.2
Al-Farouq Aminu,23,24,23.0,2.0,7.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,6.0,24.3
Seth Curry,24,25,18.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,10.5
Malik Beasley,25,26,23.0,3.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,16.1
Russell Westbrook,26,27,37.0,5.0,20.0,3.0,3.0,2.0,7.0,11.0,1.0,0.0,6.0,14.0,38.3
Marco Belinelli,27,28,22.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,10.7
Patty Mills,28,29,20.0,2.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,5.0,15.1
Jakob P̦ltl,29,30,20.0,2.0,5.0,1.0,2.0,4.0,4.0,1.0,0.0,2.0,1.0,5.0,21.1
Evan Fournier,30,31,31.0,4.0,12.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,3.0,10.0,20.5
Zach Collins,31,32,14.0,3.0,5.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,6.0,19.8
Bryn Forbes,32,33,26.0,2.0,6.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,5.0,16.3
Jeremy Lin,33,34,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.5
Michael Carter-Williams,34,35,24.0,4.0,9.0,0.0,1.0,2.0,7.0,2.0,0.0,0.0,2.0,8.0,19.8
Mason Plumlee,35,36,20.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,15.0
Jarell Martin,36,37,5.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.2
Rudy Gay,37,38,28.0,2.0,9.0,1.0,1.0,3.0,6.0,3.0,0.0,0.0,2.0,5.0,18.3
Meyers Leonard,38,39,14.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,9.8
Dennis Schr̦der,39,40,20.0,2.0,5.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,10.2
Fred VanVleet,41,42,21.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,11.0
Jake Layman,42,43,5.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.6
Davis Bertans,43,44,15.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,10.5
Norman Powell,44,45,25.0,2.0,10.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,5.0,17.3
Khem Birch,45,46,22.0,2.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,11.4
Nikola Vucevic,46,47,25.0,3.0,7.0,0.0,2.0,1.0,5.0,3.0,0.0,1.0,4.0,6.0,16.7
Enes Kanter,47,48,19.0,2.0,5.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,10.0
Eric Moreland,48,49,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4
Donatas Motiejunas,49,50,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Raymond Felton,50,51,14.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,12.0
Torrey Craig,51,52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5
Quincy Pondexter,52,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5
Deonte Burton,53,54,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.4
Rodney Hood,54,55,25.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0
Jerami Grant,55,56,30.0,1.0,7.0,3.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,12.8
