Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
James Harden,0,1,40.0,9.0,14.0,11.0,13.0,0.0,12.0,10.0,2.0,0.0,5.0,32.0,62.4
Paul George,1,2,36.0,11.0,19.0,6.0,8.0,1.0,6.0,6.0,1.0,1.0,0.0,33.0,56.4
LaMarcus Aldridge,2,3,36.0,10.0,16.0,9.0,11.0,2.0,10.0,1.0,0.0,1.0,0.0,29.0,47.9
Lonzo Ball,3,4,34.0,7.0,11.0,0.0,0.0,3.0,7.0,10.0,5.0,1.0,2.0,16.0,59.0
Devin Booker,4,5,35.0,10.0,16.0,5.0,6.0,0.0,7.0,7.0,0.0,0.0,2.0,28.0,44.9
LeBron James,5,6,30.0,7.0,15.0,8.0,12.0,1.0,11.0,11.0,1.0,0.0,3.0,24.0,54.9
Karl-Anthony Towns,6,7,38.0,11.0,26.0,5.0,6.0,4.0,8.0,4.0,2.0,2.0,0.0,28.0,60.4
Andre Drummond,7,8,32.0,6.0,14.0,7.0,9.0,4.0,16.0,1.0,3.0,5.0,1.0,19.0,67.5
Clint Capela,8,9,34.0,10.0,14.0,6.0,7.0,3.0,7.0,0.0,0.0,2.0,2.0,26.0,42.0
Blake Griffin,9,10,35.0,8.0,16.0,10.0,13.0,2.0,6.0,6.0,1.0,0.0,5.0,27.0,43.6
Marcus Smart,10,11,29.0,6.0,11.0,4.0,6.0,3.0,5.0,3.0,3.0,0.0,2.0,21.0,42.1
Derrick Rose,11,12,32.0,11.0,16.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,25.0,31.7
Deandre Ayton,12,13,25.0,7.0,11.0,4.0,5.0,5.0,7.0,2.0,0.0,1.0,0.0,18.0,38.4
JaVale McGee,13,14,17.0,9.0,10.0,1.0,2.0,1.0,5.0,0.0,1.0,3.0,1.0,19.0,37.2
Terrence Ross,14,15,23.0,8.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,19.0,28.6
Kris Dunn,15,16,35.0,11.0,19.0,2.0,2.0,0.0,7.0,3.0,2.0,0.0,1.0,24.0,41.9
Lauri Markkanen,16,17,36.0,9.0,18.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,23.0,42.9
Mike Conley,17,18,37.0,8.0,17.0,5.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,22.0,33.4
Danilo Gallinari,18,19,37.0,10.0,16.0,4.0,5.0,0.0,7.0,2.0,2.0,0.0,7.0,28.0,38.4
